name,description,reason,company,rating
Almefkem Forte Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Torrent Pharmaceuticals Ltd.,3.5
Alnase SP Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Alock Gel 30gm,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Dr. Reddys Laboratories Ltd.,4.7
Alock P Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Alock SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Alonac 100mg Tablet 10'SAlonac 1.5% Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Alonac Forte 100mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Alonac P Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Alonac SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Aloo Suspension 60ml,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Alsera DP Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Abbott India Ltd.,3.25
Alto P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alkem Laboratories Ltd.,3.2
Altraday Capsule 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Altraflam 100mg Tablet 10'SAltraflam OD 200mg Tablet 10'S,pre-immunization reactions,Pain,Ipca Laboratories Ltd.,3.0
Altraflam P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alembic Pharmaceuticals Ltd.,2.9
Alzcort 30mg Tablet 6'SAlzcort 6mg Tablet 6'S,"conditions, where patient is unable to take oral medications",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Amidase D Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Amidase DP Tablet 10'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Amol 650mg Tablet 10'SAmol 500mg Tablet 10'SAmol Syrup 60ml,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Amtoril Tablet 6'S,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Anace MR Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Cipla Ltd.,4.3
Anace P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Biocon Ltd.,4.1
Anacin 400/40mg Tablet 8'SAnacin Tablet 10'SAnacin 400/30mg Tablet 6'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Anafast Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Anafast SP Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Anaflam XP Tablet 10'SAnaflam Tablet 10'SAnaflam Gel 20gm,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Anaflam TH 8mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Abbott India Ltd.,3.25
Anaflam Xps Tablet 10'S,pre-immunization reactions,Pain,Alkem Laboratories Ltd.,3.2
Anafortan DS 50/500mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Anaida 50/500mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Ipca Laboratories Ltd.,3.0
Anatrol Forte Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Alembic Pharmaceuticals Ltd.,2.9
Anbrol A Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Glenmark Pharmaceuticals Ltd.,2.7
Andep 0.5mg Tablet 10'SAndep 0.25mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Anglopar Plus Tablet 10'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Anglopar Plus G Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Ankon 120mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Ankyek Gel 30gm,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cipla Ltd.,4.3
ANPROX MR Tablet 10's,pre-immunization reactions,Pain,Biocon Ltd.,4.1
Answell Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Aurobindo Pharma Ltd.,3.9
Apfide Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Torrent Pharmaceuticals Ltd.,3.5
Apinac Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Lupin Ltd.,3.4
Apinac S Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cadila Healthcare Ltd.,3.3
APS Tablet 10'S,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
Apyridine P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Arden A Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Arden Plus Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Arflur 150mg Injection 5mlArflur 100mg Tablet 10'SArflur 150mg Injection 1mlArflur CR 200mg Tablet 10'SArflur 50mg Tablet 10'S,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Arflur 3D Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Arflur D 1.16% Gel 15gm,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Arflur Lbp 200/8mg Capsule 5'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Arflur P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Dr. Reddys Laboratories Ltd.,4.7
Arixib MR 60/4mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Divis Laboratories Ltd.,4.5
ARK 75mg Tablet 10'SARK Spray 100gmARK Gel 30gmARK AP Tablet 10'SARK SR 100mg Tablet 10'SARK Spray 55gm,pre-immunization reactions,Pain,Cipla Ltd.,4.3
ARK AP Gel 30gm,"post-operative fever, after tonsillectomy",Pain,Biocon Ltd.,4.1
Arlin Oil 50mlArlin Oil 100ml,"conditions, where patient is unable to take oral medications",Pain,Aurobindo Pharma Ltd.,3.9
Aroff SR 200mg Tablet 10'SAroff 100mg Tablet 10'SAroff Plus Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Aroff Bcd Tablet 10'S,pre-immunization reactions,Pain,Lupin Ltd.,3.4
Aroff EZ Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cadila Healthcare Ltd.,3.3
Arrestin SP Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Abbott India Ltd.,3.25
Arrestin P Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Alkem Laboratories Ltd.,3.2
Arsulide P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Arthogesic P Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Arthopan 250mg Tablet 10'S,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Arthorid P Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Arthrin Plus Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Artifen Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Artigag P Tablet 10'S,pre-immunization reactions,Pain,Dr. Reddys Laboratories Ltd.,4.7
Artigag SR 200mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Divis Laboratories Ltd.,4.5
Artigesic Tablet 10'SArtigesic Suspension 60ml,"conditions, where patient is unable to take oral medications",Pain,Cipla Ltd.,4.3
Artisid 25mg Capsule 10Artisid 50mg Capsule 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Biocon Ltd.,4.1
Aryl Mr Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Aurobindo Pharma Ltd.,3.9
Aryl P Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Asclin P Tablet 10'S,pre-immunization reactions,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Asera 3 Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Dr. Reddys Laboratories Ltd.,4.7
Asera P Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Divis Laboratories Ltd.,4.5
Aslera DP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Cipla Ltd.,4.3
Asonac SR Tablet 10'S,pre-immunization reactions,Pain,Biocon Ltd.,4.1
ASONOB SR Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Aurobindo Pharma Ltd.,3.9
Asque Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Torrent Pharmaceuticals Ltd.,3.5
Asque Duo Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Lupin Ltd.,3.4
Assidol Plus Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Cadila Healthcare Ltd.,3.3
Astan Gel 30gm,pre-immunization reactions,Pain,Abbott India Ltd.,3.25
Astar SR 200mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Alkem Laboratories Ltd.,3.2
Asteride 120mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Astrigum Liquid 15ml,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Auronim SF Syrup 60ml,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Aviflam Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Avol Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Axces MR Tablet 10'S,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Axces P Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Dr. Reddys Laboratories Ltd.,4.7
Axces SP Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Divis Laboratories Ltd.,4.5
Axonac P Tablet 15'S,pre-immunization reactions,Pain,Cipla Ltd.,4.3
Axtra Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Biocon Ltd.,4.1
Axyclo SR Plus Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Aurobindo Pharma Ltd.,3.9
Aztamol A Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Bakflex Plus Tablet 10'S,pre-immunization reactions,Pain,Lupin Ltd.,3.4
Baralgan M 200mg Tablet 10'SBaralgan M 500mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cadila Healthcare Ltd.,3.3
Beap Tablet 10'SBeap 1.16% Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Abbott India Ltd.,3.25
Benzonac Gel 15gm,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Alkem Laboratories Ltd.,3.2
Bestnac 1% Gel 30gm,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Bestofen 400/325mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Bestogesic 100/500mg Tablet 10'SBestogesic 1.16% Gel 30gmBestogesic Liniment 50ml,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Bestogesic Plus Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Bestophen I 400/325mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
BETAMINE FORTE Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Betarest 50mg Tablet 10'S,pre-immunization reactions,Pain,Dr. Reddys Laboratories Ltd.,4.7
Actibull Suspension 60ml,"post-operative fever, after tonsillectomy",Pain,Divis Laboratories Ltd.,4.5
Bextrin Capsule 10'S,"conditions, where patient is unable to take oral medications",Pain,Cipla Ltd.,4.3
BEXTRIN TOTAL Capsule 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Biocon Ltd.,4.1
Bidanzen 5mg Tablet 10'SBidanzen 10mg Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Aurobindo Pharma Ltd.,3.9
Bidanzen Forte 10mg Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Bidnac Tablet 10'SBidnac 1% Gel(Topical) 30gm,pre-immunization reactions,Pain,Lupin Ltd.,3.4
BIO Viseon 14mg Injection 0.55ml,"post-operative fever, after tonsillectomy",Pain,Cadila Healthcare Ltd.,3.3
Biodase D Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Abbott India Ltd.,3.25
Biodic Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Alkem Laboratories Ltd.,3.2
Biogesic 50mg Suspension 60mlBiogesic 100mg Tablet 10'S,pre-immunization reactions,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Bionim Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Ipca Laboratories Ltd.,3.0
BIORAN Gel 15gmBioran Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Sun Pharmaceutical Industries Ltd.,4.8
BIORAN PLUS Tablet 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Dr. Reddys Laboratories Ltd.,4.7
BIORAN RAPID 50mg Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Divis Laboratories Ltd.,4.5
Biospas Forte Tablet 10'S,pre-immunization reactions,Pain,Cipla Ltd.,4.3
Biosuganril 10mg Tablet 10'SBiosuganril 5mg Tablet 10'SBiosuganril 20mg Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Biocon Ltd.,4.1
Biosuganril TM 10mg Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,Aurobindo Pharma Ltd.,3.9
Biozobid 100mg Tablet 10'SBiozobid Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Torrent Pharmaceuticals Ltd.,3.5
Biozobid Plus Tablet 10'S,pre-immunization reactions,Pain,Lupin Ltd.,3.4
BIXORI 90mg Tablet 10's,"post-operative fever, after tonsillectomy",Pain,Cadila Healthcare Ltd.,3.3
BIXORI MR Tablet 10's,"conditions, where patient is unable to take oral medications",Pain,Abbott India Ltd.,3.25
BLUDEC K 75mg Injection 2mlBLUDEC K Tablet 10's,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Alkem Laboratories Ltd.,3.2
BLUDEC SP Tablet 10's,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
BLUDEC SR 600mg Tablet 10's,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Ipca Laboratories Ltd.,3.0
Bolan Tablet 10'S,pre-immunization reactions,Pain,Alembic Pharmaceuticals Ltd.,2.9
Boss Tablet 8'S,"post-operative fever, after tonsillectomy",Pain,Glenmark Pharmaceuticals Ltd.,2.7
Bral Tablet 10'S,"conditions, where patient is unable to take oral medications",Pain,JB Chemicals & Pharmaceuticals Ltd.,2.5
Brexic 40mg Injection 2ml,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Sun Pharmaceutical Industries Ltd.,4.8
Brexic DT 20mg Tablet 10'S,pre-immunization reactions,Pain,Dr. Reddys Laboratories Ltd.,4.7
Bromica Eye Drops 5ml,"post-operative fever, after tonsillectomy",Pain,Divis Laboratories Ltd.,4.5
Bruace Suspension 60mlBruace 400/325mg Tablet 10'SBruace Suspension 450ml,"conditions, where patient is unable to take oral medications",Pain,Cipla Ltd.,4.3
Bruceta Suspension 60ml,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Biocon Ltd.,4.1
Bruceta Forte Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Sun Pharmaceutical Industries Ltd.,4.8
Brufamol Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Dr. Reddys Laboratories Ltd.,4.7
Brufamol Kid Tablet 10'S,pre-immunization reactions,Pain,Divis Laboratories Ltd.,4.5
Brufamol Plus Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Cipla Ltd.,4.3
Brufen 200mg Tablet 15'SBrufen 600mg Tablet 15'SBrufen 400mg Tablet 15'S,"conditions, where patient is unable to take oral medications",Pain,Biocon Ltd.,4.1
Brufen Junior Oral 100mg Suspension 60ml,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Aurobindo Pharma Ltd.,3.9
Brufen Softra 400mg Tablet 10'S,pre-immunization reactions,Pain,Torrent Pharmaceuticals Ltd.,3.5
Brufit OD Tablet 10'S,"post-operative fever, after tonsillectomy",Pain,Lupin Ltd.,3.4
Brugel Gel 30gm,"conditions, where patient is unable to take oral medications",Pain,Cadila Healthcare Ltd.,3.3
Brugesicp 400/325mg Tablet 10'SBrugesicp 100/125mg Syrup 60ml,"used in the prevention of febrile convulsion, headache, cold, sinusitis, muscle pain, arthritis and toothache",Pain,Abbott India Ltd.,3.25
Brupal Tablet 10'S,short-term treatment of moderate pain after dental surgery in people 16 years of age and older,Pain,Alkem Laboratories Ltd.,3.2
Brupal Forte Tablet 10'S,"fever, pain, tonsilitis, upper respiratory tract infection,",Pain,Glaxosmithkline Pharmaceuticals Ltd.,3.1
Brupal Kid Tablet 10'S,pre-immunization reactions,Pain,Ipca Laboratories Ltd.,3.0
Bruspaz 8mg Capsule 10'SBruspaz 4mg Capsule 10'S,"post-operative fever, after tonsillectomy",Pain,Alembic Pharmaceuticals Ltd.,2.9
